Instance,Income
112157,212499.5725531801
112158,127370.89031554273
112159,117482.40769036593
112160,51912.66314561812
112161,111337.3711628287
112162,82337.23606734298
112163,139660.96337061722
112164,158193.85662430845
112165,168093.56935713778
112166,183668.5731796187
112167,129144.82969328298
112168,135846.16522213287
112169,179466.61175174598
112170,180034.14086071114
112171,129084.70775009072
112172,75853.92809595715
112173,65676.06586247151
112174,76988.98631388746
112175,117711.6653554825
112176,63575.08514853517
112177,111686.87271432979
112178,49811.68243168177
112179,90414.11758689227
112180,70227.5288418453
112181,77507.62358731286
112182,153702.51558812693
112183,129712.35880224814
112184,43099.116795179376
112185,98201.61949813273
112186,70227.5288418453
112187,54701.41685490415
112188,120102.02567772768
112189,112483.65948841152
112190,81829.82890157009
112191,134771.22894739482
112192,154788.6819705175
112193,138236.52554437806
112194,196695.31106558262
112195,127829.40564577587
112196,35480.75060586321
112197,50548.34726257123
112198,171957.25934116187
112199,108559.84756119516
112200,125957.68259695609
112201,170592.94345811498
112202,174516.75538533134
112203,112194.27988010268
112204,128396.93475474103
112205,85464.26122047762
112206,128058.66331089243
112207,112701.68704587559
112208,120838.69050861713
112209,83363.28050654128
112210,156152.9978535644
112211,130509.14557632987
112212,153025.97270042973
112213,55896.597016026746
112214,79837.86196636577
112215,63285.705540226336
112216,131873.46145937676
112217,41336.40752509162
112218,88651.40831680452
112219,120947.70428734916
112220,193906.55735629657
112221,82735.62945438384
112222,73922.0831039451
112223,139202.44804038407
112224,97295.81894531897
112225,173889.1043331739
112226,135169.6223344357
112227,107473.6811788046
112228,137330.7249915643
112229,140566.76392343096
112230,126295.95404080467
112231,61353.86054821429
112232,85125.98977662902
112233,89049.80170384538
112234,87347.2143769499
112235,40370.4850290856
112236,112085.26610137065
112237,89279.05936896194
112238,137838.13215733718
112239,140735.89964535527
112240,113220.32431930097
112241,89388.07314769398
112242,68175.43996344872
112243,120331.28334284424
112244,69430.74206776358
112245,95074.5943449981
112246,108717.75317546695
112247,163203.83493391538
112248,196127.78195661746
112249,48387.24460544262
112250,47252.186387512294
112251,99287.78588052328
112252,95811.25917588755
112253,45887.87050446541
112254,165364.937591044
112255,92635.34218721314
112256,119305.23890364595
112257,133974.44217331312
112258,152845.60687085293
112259,51912.66314561812
112260,154100.90897516778
112261,152108.9420399635
112262,86430.18371648365
112263,77218.24397900404
112264,104237.64224693793
112265,136763.19588259913
112266,106169.48723894998
112267,144779.95545895616
112268,202032.33071138564
112269,112025.14415817839
112270,89906.71042111938
112271,148981.91688682884
112272,159558.17250735534
112273,163820.2558784203
112274,75346.52093018426
112275,55438.081685793615
112276,114813.89786746443
112277,95593.23161842348
112278,56862.51951203277
112279,36446.67310186924
112280,160415.08122462934
112281,128915.57202816643
112282,203178.61903696845
112283,143017.24618886842
112284,152060.05020442372
112285,103888.14069543683
112286,152845.60687085293
112287,76143.30770426599
112288,72896.03866474681
112289,167296.78258305602
112290,127551.25614511954
112291,46624.53533535487
112292,176279.46465541908
112293,79777.74002317351
112294,140168.3705363901
112295,165763.33097808485
112296,145576.7422330379
112297,162805.44154687453
112298,150804.74810010887
112299,76481.57914811457
112300,103429.62536520371
112301,78413.42414012662
112302,117880.8010774068
112303,141592.80836262926
112304,136364.80249555828
112305,90643.37525200883
112306,207440.70240803342
112307,147906.9806120908
112308,152736.59309212092
112309,122142.88444847176
112310,56862.51951203277
112311,131584.08185106792
112312,105481.71424360029
112313,89846.58847792711
112314,121853.50484016292
112315,100990.37320741877
112316,103440.8554728562
112317,88313.13687295592
112318,77507.62358731286
112319,63116.56981830204
112320,198856.4137227112
112321,113847.97537145841
112322,92515.09830082861
112323,138864.1765965355
112324,110829.9639970558
112325,88820.54403872881
112326,109634.78383593321
112327,87226.97049056536
112328,109574.66189274094
112329,80006.99768829008
112330,105083.32085655943
112331,83701.55195038987
112332,103042.46208581535
112333,101159.50892934306
112334,56294.99040306761
112335,178440.5673125477
112336,116227.10558605108
112337,176339.58659861135
112338,112254.40182329496
112339,110660.8282751315
112340,98998.40627221444
112341,143017.24618886842
112342,127551.25614511954
112343,148136.23827720736
112344,142389.595136711
112345,109743.79761466524
112346,160245.94550270506
112347,68573.83335048959
112348,90752.38903074086
112349,153811.52936685897
112350,110093.29916616634
112351,82228.22228861095
112352,84389.32494573956
112353,117771.78729867477
112354,181736.7281876066
112355,147617.60100378195
112356,152398.32164827234
112357,99964.32876822047
112358,70964.19367273476
112359,143693.7890765656
112360,116118.09180731904
112361,45489.477117424554
112362,125040.65193648983
112363,69370.62012457132
112364,71422.7090029679
112365,62379.90498741258
112366,110202.31294489837
112367,114922.91164619646
112368,54303.0234678633
112369,77218.24397900404
112370,76710.83681323114
112371,117193.0280820571
112372,62379.90498741258
112373,104177.52030374567
112374,47022.928722395736
112375,104636.03563397878
112376,159678.41639373987
112377,113039.95848972417
112378,60158.68038709171
112379,152338.19970508004
112380,80863.90640556406
112381,64541.00764454119
112382,140457.75014469895
112383,126344.84587634445
112384,104286.5340824777
112385,61583.11821333086
112386,110829.9639970558
112387,112423.53754521925
112388,69659.99973288015
112389,158314.10051069298
112390,90184.8599217757
112391,87963.63532145483
112392,132211.73290322535
112393,183559.55940088665
112394,68972.22673753045
112395,135568.01572147655
112396,227856.54881819693
112397,171389.73023219669
112398,147786.73672570626
112399,140844.91342408728
112400,123856.70188301973
112401,182195.24351783976
112402,145347.48456792132
112403,98998.40627221444
112404,133974.44217331312
112405,130279.8879112133
112406,65048.41481031409
112407,96040.51684100411
112408,139769.97714934923
112409,165473.951369776
112410,70795.05795081047
112411,83134.02284142471
112412,41734.80091213249
112413,120778.56856542487
112414,193448.04202606343
112415,116854.7566382085
112416,51175.998314728655
112417,98141.49755494046
112418,130050.63024609674
112419,84667.47444639589
112420,76252.32148299801
112421,95303.85201011466
112422,98430.87716324929
112423,71422.7090029679
112424,107932.19650903773
112425,110890.08594024806
112426,204482.81297682307
112427,78413.42414012662
112428,57091.77717714933
112429,69032.34868072272
112430,166499.99580897432
112431,145745.8779549622
112432,68972.22673753045
112433,156938.5545199936
112434,102076.53958980931
112435,130907.53896337074
112436,88711.53025999678
112437,97754.3342755521
112438,109514.53994954868
112439,87456.22815568194
112440,78184.16647501006
112441,98092.60571940069
112442,104226.41213928543
112443,103828.01875224456
112444,45489.477117424554
112445,101787.15998150049
112446,99456.92160244758
112447,146542.6647290439
112448,145396.3764034611
112449,136751.96577494664
112450,132888.27579092255
112451,104515.79174759427
112452,136195.66677363397
112453,140965.15731047184
112454,129144.82969328298
112455,151372.27720907403
112456,50149.953875530366
112457,91609.29774801485
112458,128915.57202816643
112459,167127.64686113174
112460,66702.1103016698
112461,135677.0295002086
112462,113787.85342826614
112463,157118.9203495704
112464,111686.87271432979
112465,106966.27401303171
112466,111119.34360536463
112467,118906.84551660508
112468,95363.97395330692
112469,78184.16647501006
112470,86599.31943840794
112471,100591.9798203779
112472,184754.73956200923
112473,143814.03296295012
112474,155574.2386369467
112475,87287.09243375763
112476,55667.33935091019
112477,110142.1910017061
112478,70336.54262057733
112479,153424.3660874706
112480,76083.18576107372
112481,131813.3395161845
112482,88253.01492976365
112483,212958.08788341322
112484,105940.22957383342
112485,137101.46732644775
112486,65676.06586247151
112487,59422.01555620224
112488,94905.45862307379
112489,111288.47932728892
112490,82795.75139757611
112491,102862.09625623855
112492,194872.47985230258
112493,171160.47256708014
112494,105590.72802233232
112495,88083.87920783936
112496,101050.49515061104
112497,150466.47665626026
112498,155235.96719309813
112499,113956.98915019043
112500,110262.43488809065
112501,73125.29632986337
112502,107932.19650903773
112503,121804.61300462316
112504,66472.85263655325
112505,88422.15065168796
112506,173550.8328893253
112507,143524.6533546413
112508,160644.3388897459
112509,79150.08897101608
112510,149609.5679389863
112511,57430.04862099793
112512,95194.83823138263
112513,88083.87920783936
112514,156600.28307614502
112515,183559.55940088665
112516,171051.4587883481
112517,120898.8124518094
112518,89955.60225665914
112519,72388.63149897392
112520,149271.29649513768
112521,106797.1382911074
112522,105083.32085655943
112523,159558.17250735534
112524,139202.44804038407
112525,56065.732737951046
112526,88422.15065168796
112527,122541.27783551262
112528,110491.6925532072
112529,95014.47240180582
112530,124871.51621456552
112531,144610.81973703188
112532,156032.75396717986
112533,122999.79316574574
112534,68633.95529368185
112535,80405.39107533093
112536,138296.64748757033
112537,153593.50180939492
112538,40768.87841612646
112539,116565.37702989968
112540,99118.65015859899
112541,127998.54136770016
112542,170254.67201426637
112543,148245.2520559394
112544,113618.71770634183
112545,118049.93679933109
112546,62887.31215318548
112547,70734.9360076182
112548,137778.01021414492
112549,82228.22228861095
112550,78184.16647501006
112551,88422.15065168796
112552,142389.595136711
112553,144430.45390745508
112554,86152.03421582731
112555,68803.09101560616
112556,155923.74018844782
112557,120500.41906476853
112558,113280.44626249323
112559,54532.281132979864
112560,106567.88062599083
112561,78751.69558397522
112562,82795.75139757611
112563,145745.8779549622
112564,155187.07535755835
112565,61522.99627013859
112566,96728.28983635381
112567,100313.83031972157
112568,199871.22805425702
112569,70734.9360076182
112570,109236.39044889234
112571,144490.57585064732
112572,109356.63433527687
112573,70336.54262057733
112574,47650.57977455316
112575,92973.61363106174
112576,115212.29125450528
112577,132151.61096003308
112578,97295.81894531897
112579,95702.24539715552
112580,58456.09306019622
112581,109912.93333658954
112582,124413.00088433239
112583,63913.35659238377
112584,69370.62012457132
112585,96100.63878419637
112586,59422.01555620224
112587,111735.76454986955
112588,129133.59958563048
112589,111795.88649306183
112590,145396.3764034611
112591,84727.59638958816
112592,126585.33364911351
112593,61353.86054821429
112594,62718.17643126118
112595,88591.28637361225
112596,71700.85850362421
112597,94845.33667988153
112598,82795.75139757611
112599,76650.71487003888
112600,106846.03012664718
112601,108439.60367481063
112602,155356.21107948266
112603,72726.90294282252
112604,102125.43142534909
112605,108947.01084058352
112606,61752.253935255154
112607,129193.72152882275
112608,87456.22815568194
112609,104057.27641736114
112610,155187.07535755835
112611,144828.8472944959
112612,84836.61016832019
112613,92853.36974467721
112614,135278.6361131677
112615,61583.11821333086
112616,42531.58768621422
112617,75744.9143172251
112618,166161.7243651257
112619,34285.57044474062
112620,72956.16060793908
112621,93879.4141838755
112622,117373.3939116339
112623,121973.74872654746
112624,137041.34538325548
112625,97355.94088851124
112626,103320.61158647167
112627,140856.1435317398
112628,37243.45987595097
112629,156949.7846276461
112630,142727.86658055958
112631,192602.36341644195
112632,109465.64811400892
112633,61015.589104365696
112634,80176.13341021437
112635,70396.6645637696
112636,160076.80978078075
112637,149271.29649513768
112638,55438.081685793615
112639,117542.5296335582
112640,78413.42414012662
112641,74091.2188258694
112642,147846.85866889852
112643,202780.2256499276
112644,111397.49310602096
112645,126585.33364911351
112646,132211.73290322535
112647,71591.84472489219
112648,77845.89503116146
112649,78244.28841820233
112650,82228.22228861095
112651,43099.116795179376
112652,50149.953875530366
112653,90872.6329171254
112654,65277.67247543065
112655,69829.13545480443
112656,64082.49231430807
112657,117989.81485613884
112658,123168.92888767004
112659,127949.6495321604
112660,175881.0712683782
112661,132271.8548464176
112662,220805.71173784594
112663,194365.07268652972
112664,163143.7129907231
112665,118617.46590829626
112666,124762.50243583349
112667,82337.23606734298
112668,80067.11963148235
112669,161042.73227678676
112670,86599.31943840794
112671,121575.35533950658
112672,71990.23811193305
112673,149838.82560410284
112674,60955.46716117343
112675,81709.58501518556
112676,72896.03866474681
112677,76252.32148299801
112678,102474.93297685018
112679,168491.96274417863
112680,55836.47507283448
112681,96777.18167189357
112682,119583.38840430227
112683,32921.25456169374
112684,132042.59718130104
112685,104575.91369078653
112686,45260.21945230798
112687,159498.05056416307
112688,110660.8282751315
112689,156322.1335754887
112690,143584.77529783358
112691,106616.7724615306
112692,117711.6653554825
112693,124364.10904879263
112694,86321.1699377516
112695,120211.03945645971
112696,145347.48456792132
112697,48785.637992483484
112698,161779.39710767622
112699,147737.8448901665
112700,109525.77005720118
112701,123965.71566175178
112702,136872.20966133117
112703,104057.27641736114
112704,147328.2213954731
112705,121067.94817373369
112706,120440.29712157627
112707,90474.23953008454
112708,141194.41497558838
112709,113836.7452638059
112710,150466.47665626026
112711,98201.61949813273
112712,68295.68384983325
112713,157686.44945853556
112714,60786.33143924913
112715,86152.03421582731
112716,91440.16202609055
112717,67777.04657640785
112718,108101.33223096203
112719,118049.93679933109
112720,145794.76979050194
112721,64082.49231430807
112722,89279.05936896194
112723,110600.70633193923
112724,78413.42414012662
112725,108777.87511865923
112726,37243.45987595097
112727,113667.6095418816
112728,75117.26326506768
112729,62718.17643126118
112730,100990.37320741877
112731,57430.04862099793
112732,44125.16123437765
112733,153931.7732532435
112734,106447.6367396063
112735,38607.77575899786
112736,149778.70366091057
112737,98829.27055029015
112738,105710.97190871685
112739,157517.31373661128
112740,208008.23151699855
112741,151082.8976007652
112742,167067.52491793947
112743,105372.70046486825
112744,131753.21757299223
112745,120549.3109003083
112746,104117.3983605534
112747,166838.2672528229
112748,94616.07901476495
112749,122999.79316574574
112750,81600.57123645353
112751,118786.60163022055
112752,149102.16077321337
112753,146422.42084265937
112754,255661.50375256006
112755,60955.46716117343
112756,142220.4594147867
112757,99904.2068250282
112758,95811.25917588755
112759,57200.79095588136
112760,94616.07901476495
112761,130678.28129825418
112762,137729.11837860517
112763,80514.40485406297
112764,64142.61425750033
112765,53167.96524993297
112766,148872.90310809683
112767,110600.70633193923
112768,86091.91227263505
112769,124424.23099198489
112770,58625.22878212052
112771,148305.37399913167
112772,95931.50306227208
112773,131414.94612914365
112774,91887.44724867119
112775,98152.72766259295
112776,89955.60225665914
112777,103489.74730839598
112778,150635.61237818457
112779,105083.32085655943
112780,152060.05020442372
112781,151481.29098780605
112782,44523.55462141853
112783,107702.93884392116
112784,97006.43933701013
112785,79837.86196636577
112786,116057.96986412678
112787,137379.61682710407
112788,149042.0388300211
112789,97972.36183301616
112790,153195.10842235404
112791,95931.50306227208
112792,97066.56128020241
112793,104575.91369078653
112794,136075.42288724944
112795,98769.14860709789
112796,96040.51684100411
112797,169627.02096210895
112798,127261.8765368107
112799,97126.68322339468
112800,70795.05795081047
112801,82228.22228861095
112802,46624.53533535487
112803,180830.92763479287
112804,170074.30618468957
112805,123507.20033151864
112806,104177.52030374567
112807,103091.35392135511
112808,116057.96986412678
112809,100482.96604164586
112810,132271.8548464176
112811,122372.14211358831
112812,134143.5778952374
112813,105989.12140937318
112814,111228.35738409666
112815,48616.502270559184
112816,76252.32148299801
112817,98032.48377620842
112818,86430.18371648365
112819,37243.45987595097
112820,114584.64020234786
112821,59760.28700005084
112822,44294.29695630196
112823,121406.21961758229
112824,94736.3229011495
112825,181796.85013079888
112826,159787.4301724719
112827,58625.22878212052
112828,35480.75060586321
112829,80405.39107533093
112830,113787.85342826614
112831,148534.63166424824
112832,120609.43284350057
112833,108898.11900504376
112834,116057.96986412678
112835,51175.998314728655
112836,132042.59718130104
112837,136135.5448304417
112838,112701.68704587559
112839,199593.07855360067
112840,133805.3064513888
112841,132380.86862514965
112842,119812.64606941884
112843,82735.62945438384
112844,111288.47932728892
112845,200619.12299279898
112846,100700.99359910993
112847,154957.8176924418
112848,84099.94533743073
112849,55498.20362898588
112850,119245.11696045368
112851,89388.07314769398
112852,128904.34192051392
112853,117313.27196844164
112854,151650.42670973035
112855,49014.89565760005
112856,95871.38111907982
112857,105481.71424360029
112858,72328.50955578164
112859,188678.5514892256
112860,83134.02284142471
112861,155863.61824525555
112862,154559.42430540093
112863,113787.85342826614
112864,89786.46653473485
112865,120211.03945645971
112866,82795.75139757611
112867,87625.36387760623
112868,123856.70188301973
112869,82277.11412415071
112870,71422.7090029679
112871,87456.22815568194
112872,113280.44626249323
112873,132670.2482334585
112874,87794.49959953054
112875,92345.96257890432
112876,93601.26468321917
112877,128855.45008497415
112878,77049.10825707973
112879,124642.25854944896
112880,125619.41115310749
112881,157795.4632372676
112882,129990.50830290448
112883,103609.99119478051
112884,55667.33935091019
112885,95303.85201011466
112886,104346.65602566996
112887,73065.1743866711
112888,127720.39186704383
112889,132440.99056834192
112890,196296.91767854174
112891,98829.27055029015
112892,155066.83147117382
112893,77616.63736604489
112894,176339.58659861135
112895,69261.60634583927
112896,37641.85326299182
112897,134880.24272612686
112898,99795.19304629618
112899,66412.73069336097
112900,92515.09830082861
112901,155126.9534143661
112902,54870.55257682846
112903,99855.31498948844
112904,123458.30849597888
112905,102185.55336854135
112906,158592.25001134933
112907,76481.57914811457
112908,71193.45133785132
112909,131076.67468529503
112910,121804.61300462316
112911,96668.16789316153
112912,41336.40752509162
112913,126754.4693710378
112914,104793.94124825059
112915,100133.46449014478
112916,135966.40910851743
112917,88422.15065168796
112918,152398.32164827234
112919,125330.03154479865
112920,53506.236693781575
112921,117313.27196844164
112922,135737.15144340086
112923,45489.477117424554
112924,117542.5296335582
112925,157915.70712365213
112926,118170.18068571563
112927,108319.35978842608
112928,73982.20504713737
112929,144092.18246360647
112930,142160.33747159442
112931,79041.07519228404
112932,100531.85787718563
112933,114633.53203788763
112934,127829.40564577587
112935,135169.6223344357
112936,217051.03553255385
112937,173780.09055444188
112938,79270.33285740062
112939,81878.72073710985
112940,133576.04878627224
112941,149669.68988217856
112942,44861.82606526712
112943,86261.04799455934
112944,55438.081685793615
112945,103320.61158647167
112946,92684.2340227529
112947,67100.50368871067
112948,158024.72090238417
112949,114524.5182591556
112950,104406.77796886222
112951,138973.19037526753
112952,68803.09101560616
112953,117482.40769036593
112954,124194.97332686833
112955,34683.9638317815
112956,65446.808197354956
112957,101448.88853765189
112958,191407.18325531937
112959,124243.8651624081
112960,153822.7594745115
112961,143862.9247984899
112962,130279.8879112133
112963,75853.92809595715
112964,87794.49959953054
112965,71930.11616874079
112966,140626.88586662323
112967,48616.502270559184
112968,52769.57186289211
112969,135278.6361131677
112970,32522.861174652877
112971,60786.33143924913
112972,134312.7136171617
112973,97525.07661043553
112974,122093.992612932
112975,87854.6215427228
112976,39972.09164204473
112977,70734.9360076182
112978,132320.7466819574
112979,117989.81485613884
112980,121973.74872654746
112981,59591.15127812655
112982,112483.65948841152
112983,171051.4587883481
112984,89279.05936896194
112985,107533.80312199687
112986,108101.33223096203
112987,107582.69495753663
112988,144659.71157257163
112989,96728.28983635381
112990,152398.32164827234
112991,66811.12408040185
112992,88711.53025999678
112993,169288.74951826036
112994,111288.47932728892
112995,94168.79379218433
112996,42929.98107325507
112997,189076.94487626647
112998,110491.6925532072
112999,189076.94487626647
113000,82964.8871195004
113001,116625.49897309193
113002,127092.7408148864
113003,86948.82098990904
113004,36446.67310186924
113005,109924.16344424203
113006,126525.21170592125
113007,90921.52475266517
113008,90643.37525200883
113009,156262.0116322964
113010,118388.20824317969
113011,146084.14939881078
113012,124473.12282752467
113013,146771.92239416047
113014,114524.5182591556
113015,176339.58659861135
113016,183957.9527879275
113017,75914.05003914941
113018,113160.2023761087
113019,88192.89298657139
113020,83701.55195038987
113021,127889.52758896814
113022,89726.34459154258
113023,141194.41497558838
113024,201017.51637983983
113025,134940.36466931913
113026,130497.91546867735
113027,78871.93947035975
113028,86599.31943840794
113029,103320.61158647167
113030,171618.98789731326
113031,98889.39249348242
113032,78075.15269627803
113033,155803.4963020633
113034,99396.79965925531
113035,138405.66126630237
113036,154788.6819705175
113037,87117.95671183334
113038,80912.79824110382
113039,106676.89440472287
113040,144152.30440679874
113041,96100.63878419637
113042,90474.23953008454
113043,63913.35659238377
113044,108548.61745354265
113045,168033.4474139455
113046,128566.07047666532
113047,123229.05083086231
113048,124194.97332686833
113049,108559.84756119516
113050,139093.43426165206
113051,123856.70188301973
113052,132271.8548464176
113053,103380.73352966394
113054,165763.33097808485
113055,139431.70570550064
113056,133805.3064513888
113057,59023.622169161375
113058,87854.6215427228
113059,135049.37844805117
113060,129652.23685905588
113061,94337.92951410863
113062,64480.885701348925
113063,89726.34459154258
113064,135398.87999955227
113065,140856.1435317398
113066,89218.93742576969
113067,86430.18371648365
113068,127998.54136770016
113069,83870.68767231418
113070,97175.57505893444
113071,57031.65523395707
113072,98998.40627221444
113073,137330.7249915643
113074,105940.22957383342
113075,79777.74002317351
113076,118557.343965104
113077,75744.9143172251
113078,83194.14478461698
113079,169687.1429053012
113080,97863.34805428413
113081,136763.19588259913
113082,90921.52475266517
113083,90523.1313656243
113084,104624.8055263263
113085,116227.10558605108
113086,109465.64811400892
113087,172415.774671395
113088,65905.32352758807
113089,108161.45417415429
113090,168600.97652291064
113091,180034.14086071114
113092,108668.86133992719
113093,164399.01509503796
113094,131753.21757299223
113095,140735.89964535527
113096,210966.1209482089
113097,72956.16060793908
113098,190839.6541463542
113099,131475.0680723359
113100,111686.87271432979
113101,145347.48456792132
113102,167744.06780563667
113103,93251.76313171808
113104,165872.3447568169
113105,128964.46386370619
113106,115043.155532581
113107,95472.98773203895
113108,67438.77513255927
113109,68175.43996344872
113110,99058.52821540672
113111,103380.73352966394
113112,87914.74348591507
113113,115430.31881196935
113114,150635.61237818457
113115,53506.236693781575
113116,111626.75077113752
113117,188847.6872111499
113118,70336.54262057733
113119,143524.6533546413
113120,52938.70758481641
113121,159956.56589439622
113122,93372.00701810261
113123,128855.45008497415
113124,74260.3545477937
113125,117084.01430332506
113126,104237.64224693793
113127,129422.97919393932
113128,139322.69192676863
113129,102414.81103365791
113130,129144.82969328298
113131,131414.94612914365
113132,89617.33081281054
113133,143246.503853985
113134,100930.25126422649
113135,83303.158563349
113136,113051.18859737668
113137,81033.04212748836
113138,104286.5340824777
113139,77109.230200272
113140,111119.34360536463
113141,59760.28700005084
113142,101618.0242595762
113143,62488.91876614461
113144,96438.91022804497
113145,158423.11428942502
113146,130956.4307989105
113147,72896.03866474681
113148,99626.05732437188
113149,133914.32023012085
113150,71193.45133785132
113151,149887.71743964258
113152,88820.54403872881
113153,166319.62997939752
113154,143246.503853985
113155,119812.64606941884
113156,147906.9806120908
113157,82675.50751119158
113158,113220.32431930097
113159,147508.58722504994
113160,105590.72802233232
113161,157855.58518045986
113162,67777.04657640785
113163,124871.51621456552
113164,102414.81103365791
113165,164278.77120865343
113166,81033.04212748836
113167,181627.7144088746
113168,149887.71743964258
113169,98201.61949813273
113170,47421.3221094366
113171,77616.63736604489
113172,128457.0566979333
113173,159678.41639373987
113174,191008.7898682785
113175,66702.1103016698
113176,103031.23197816283
113177,98660.13482836586
113178,167007.4029747472
113179,113836.7452638059
113180,148474.50972105598
113181,89218.93742576969
113182,87914.74348591507
113183,80345.26913213867
113184,114295.26059403903
113185,103658.88303032027
113186,89279.05936896194
113187,46624.53533535487
113188,57490.17056419019
113189,171389.73023219669
113190,132042.59718130104
113191,124871.51621456552
113192,131125.5665208348
113193,104575.91369078653
113194,74718.86987802683
113195,113956.98915019043
113196,88989.67976065312
113197,85065.86783343676
113198,62947.43409637774
113199,161211.86799871107
113200,80236.25535340664
113201,118110.05874252337
113202,118508.45212956422
113203,91609.29774801485
113204,261118.7672847476
113205,166729.2534740909
113206,170423.80773619068
113207,39802.95592012044
113208,132888.27579092255
113209,43328.374460295934
113210,112025.14415817839
113211,153991.89519643577
113212,85464.26122047762
113213,167067.52491793947
113214,72388.63149897392
113215,122939.67122255347
113216,168262.70507906206
113217,121684.36911823862
113218,101279.7528157276
113219,102354.68909046565
113220,197890.4912267052
113221,104117.3983605534
113222,103839.24885989707
113223,68006.30424152443
113224,59422.01555620224
113225,112074.03599371815
113226,127720.39186704383
113227,210229.45611731947
113228,153195.10842235404
113229,55896.597016026746
113230,108499.72561800289
113231,128348.04291920125
113232,137729.11837860517
113233,84498.3387244716
113234,122770.53550062918
113235,98829.27055029015
113236,56464.126124991904
113237,183957.9527879275
113238,90075.84614304367
113239,76590.59292684661
113240,57200.79095588136
113241,50777.6049276878
113242,127889.52758896814
113243,59651.27322131881
113244,112592.67326714355
113245,127321.99848000298
113246,75744.9143172251
113247,112930.94471099215
113248,73463.56777371197
113249,81600.57123645353
113250,140626.88586662323
113251,89109.92364703765
113252,111337.3711628287
113253,88929.55781746085
113254,73922.0831039451
113255,124991.76010095005
113256,93082.62740979377
113257,139890.22103573376
113258,90184.8599217757
113259,48447.366548634884
113260,146711.8004509682
113261,106049.24335256545
113262,134759.99883974233
113263,179804.8831955946
113264,89846.58847792711
113265,113896.86720699817
